session_id,customer_id,station_id,connection_id,date_id,kwh_charged,duration_minutes,revenue_usd,cost_usd
1235,2080352366,507891,872917,20260828,20.62,101,8.25,3.71
1236,2137033086,507829,872812,20260815,62.8,102,25.12,11.3
1237,1345189883,507763,872666,20260813,27.46,18,10.98,4.94
1238,2807236056,507811,872785,20260819,6.95,111,2.78,1.25
1239,1725473372,507802,872769,20260902,56.64,59,22.66,10.2
1241,825650280,507983,873114,20260814,80.24,92,32.1,14.44
1242,3856131040,507919,872984,20260815,81.31,69,32.52,14.64
1243,882794070,507763,872674,20260903,78.19,53,31.28,14.07
1244,3754750296,507919,872978,20260830,34.61,20,13.84,6.23
1245,1073077627,507780,872728,20260904,6.24,75,2.5,1.12
1246,978007877,507819,872795,20260816,79.27,56,31.71,14.27
1247,4048121853,507920,872988,20260830,39.25,117,15.7,7.06
1248,2899849012,507811,872785,20260820,82.33,117,32.93,14.82
1249,3845899606,507763,872658,20260902,82.09,82,32.84,14.78
1250,3870358933,507919,872983,20260820,73.24,94,29.3,13.18
1251,2277386641,508000,873170,20260830,28.56,97,11.42,5.14
1252,2282304497,507763,872664,20260822,35.81,107,14.32,6.45
1253,313913425,507742,872630,20260821,73.09,95,29.24,13.16
1254,718692195,507990,873122,20260824,30.35,12,12.14,5.46
1255,3121005605,507725,872601,20260815,18.56,85,7.42,3.34
1256,4132699492,507763,872662,20260819,49.54,101,19.82,8.92
1257,736641281,507808,872782,20260816,79.89,39,31.96,14.38
1258,1152174513,507779,872724,20260811,60.68,99,24.27,10.92
1259,383095588,507892,872918,20260828,50.6,30,20.24,9.11
1260,3686643427,507921,872994,20260903,12.77,37,5.11,2.3
1261,892308455,507920,872993,20260828,54.2,99,21.68,9.76
1262,1503989604,507806,872775,20260818,84.2,71,33.68,15.16
1263,331266327,507890,872915,20260827,16.21,42,6.48,2.92
1265,3854608368,507779,872724,20260831,75.19,44,30.08,13.53
1266,2511324669,507866,872874,20260825,64.26,61,25.7,11.57
1267,3509010636,507714,872553,20260827,60.76,43,24.3,10.94
1268,3717755640,507867,872876,20260903,61.2,50,24.48,11.02
1269,51111675,507815,872789,20260901,33.76,60,13.5,6.08
1270,2234161491,507919,872986,20260821,28.49,56,11.4,5.13
1271,3566652801,507820,872797,20260901,69.75,91,27.9,12.56
1273,3417025070,508002,873172,20260828,74.37,84,29.75,13.39
1274,575512171,507921,872994,20260831,78.06,66,31.22,14.05
1275,1066692907,507771,872713,20260903,45.91,32,18.36,8.26
1276,1567886459,507801,872768,20260827,45.12,57,18.05,8.12
1277,313005347,507820,872799,20260812,68.86,31,27.54,12.39
1278,2157286966,507806,872776,20260815,57.0,26,22.8,10.26
1279,449226396,507744,872633,20260817,61.16,78,24.46,11.01
1280,3044371207,508008,873180,20260821,68.66,117,27.46,12.36
1281,2983221006,507990,873122,20260824,76.2,20,30.48,13.72
1283,640684706,507824,872805,20260825,35.05,24,14.02,6.31
1284,945713595,507744,872633,20260822,12.52,100,5.01,2.25
1285,835894203,507742,872630,20260820,51.26,44,20.5,9.23
1286,540730938,508009,873181,20260831,7.88,42,3.15,1.42
1288,3001543105,507929,873006,20260825,48.41,25,19.36,8.71
1289,59978070,507959,873058,20260811,27.92,43,11.17,5.03
1291,372135594,507744,872633,20260818,7.44,108,2.98,1.34
1292,1927769160,507931,873009,20260816,7.99,49,3.2,1.44
1293,3850756967,507763,872659,20260814,70.81,37,28.32,12.75
1294,39087989,507791,872757,20260814,33.82,56,13.53,6.09
1295,2540090374,507746,872636,20260831,15.16,48,6.06,2.73
1296,987438074,508013,873188,20260826,46.78,79,18.71,8.42
1297,762411333,507746,872636,20260907,66.6,82,26.64,11.99
1299,3975384015,507891,872917,20260813,54.83,10,21.93,9.87
1300,2228756034,507763,872669,20260823,11.83,81,4.73,2.13
1301,2606167416,508005,873175,20260827,9.13,96,3.65,1.64
1302,1356897246,507811,872785,20260812,47.51,72,19.0,8.55
1303,2611788884,508008,873180,20260813,48.25,76,19.3,8.68
1304,1801738138,508013,873188,20260906,55.99,13,22.4,10.08
1305,1263785086,507740,872628,20260905,63.09,67,25.24,11.36
1306,1036190820,508020,873197,20260825,83.07,34,33.23,14.95
1307,3321223132,507763,872659,20260826,46.3,56,18.52,8.33
1308,3218354317,507919,872977,20260902,30.84,47,12.34,5.55
1309,253964148,508009,873181,20260809,68.61,24,27.44,12.35
1310,1396950871,508004,873174,20260901,26.67,72,10.67,4.8
1311,879779455,507956,873053,20260829,40.12,30,16.05,7.22
1313,1769508095,507814,872788,20260829,7.03,66,2.81,1.27
1314,952607564,507805,872773,20260902,82.01,62,32.8,14.76
1315,2228365584,507824,872805,20260907,71.88,55,28.75,12.94
1316,3731229879,507809,872783,20260831,60.68,23,24.27,10.92
1317,2914286809,507815,872789,20260906,37.72,109,15.09,6.79
1319,4097434538,507763,872672,20260812,17.51,26,7.0,3.15
1320,1083792412,507821,872800,20260830,25.02,48,10.01,4.5
1321,3286204022,507919,872987,20260831,48.94,18,19.58,8.81
1322,3074731655,507824,872805,20260824,62.17,108,24.87,11.19
1323,4283691104,507763,872657,20260901,57.82,86,23.13,10.41
1324,3972890215,507724,872600,20260817,27.39,88,10.96,4.93
1325,3814960087,507919,872987,20260818,81.39,91,32.56,14.65
1326,3330103315,508021,873198,20260821,64.03,106,25.61,11.53
1327,2086398336,508004,873174,20260822,49.35,15,19.74,8.88
1328,1205756792,507763,872664,20260904,53.94,100,21.58,9.71
1329,4208933483,507763,872657,20260902,38.57,32,15.43,6.94
1330,973137083,507983,873114,20260812,24.82,68,9.93,4.47
1331,3654162365,507806,872775,20260828,33.48,100,13.39,6.03
1332,293824879,507930,873007,20260904,65.63,107,26.25,11.81
1333,2713066367,507815,872789,20260831,6.15,55,2.46,1.11
1334,1069672871,507763,872672,20260830,14.29,47,5.72,2.57
1335,400719248,507859,872865,20260813,8.68,23,3.47,1.56
1336,523366224,507746,872636,20260819,8.26,109,3.3,1.49
1339,1922136205,507820,872796,20260831,42.93,44,17.17,7.73
1340,3341184224,507771,872714,20260829,12.83,28,5.13,2.31
1341,92078060,507919,872982,20260825,44.33,39,17.73,7.98
1342,3571367208,507996,873159,20260821,42.88,87,17.15,7.72
1343,3526341747,507822,872802,20260820,18.86,93,7.54,3.39
1344,3991572643,508018,873194,20260814,39.71,34,15.88,7.15
1345,2190702201,507959,873058,20260823,36.88,49,14.75,6.64
1346,2417055880,507724,872600,20260903,54.27,97,21.71,9.77
1347,3557359182,508001,873171,20260817,55.81,23,22.32,10.05
1348,3777630736,507821,872800,20260901,8.62,35,3.45,1.55
1349,462680663,507763,872665,20260906,34.97,111,13.99,6.29
1350,3583188347,507763,872673,20260813,55.07,96,22.03,9.91
1351,1571840209,507815,872789,20260823,45.25,31,18.1,8.14
1352,3136551700,507763,872668,20260826,73.52,57,29.41,13.23
1353,3151311581,507763,872666,20260823,57.7,92,23.08,10.39
1354,2187680246,508001,873171,20260903,18.03,119,7.21,3.25
1355,3168697593,507771,872713,20260821,10.65,60,4.26,1.92
1356,1916841684,507817,872792,20260811,56.39,12,22.56,10.15
1357,2920324560,507820,872796,20260814,7.12,51,2.85,1.28
1358,2837863339,508016,873192,20260813,51.86,28,20.74,9.33
1359,1943468806,507806,872774,20260905,80.22,82,32.09,14.44
1360,1891073227,507829,872813,20260831,51.04,37,20.42,9.19
1361,2453017963,507805,872773,20260830,36.05,93,14.42,6.49
1362,3969810911,507815,872789,20260817,56.46,54,22.58,10.16
1363,708490856,507930,873007,20260820,41.66,80,16.66,7.5
1364,3668103973,507921,872995,20260814,48.65,87,19.46,8.76
1365,3209511455,507812,872786,20260828,80.32,72,32.13,14.46
1366,974725992,507743,872632,20260812,35.89,82,14.36,6.46
1367,119152070,507763,872662,20260816,81.9,28,32.76,14.74
1368,2019804552,507919,872978,20260904,77.43,56,30.97,13.94
1369,1345841620,507818,872793,20260812,20.66,23,8.26,3.72
1370,2470148775,507741,872629,20260814,10.55,47,4.22,1.9
1371,156368759,507714,872553,20260907,13.06,62,5.22,2.35
1372,2993953264,507828,872811,20260903,6.46,70,2.58,1.16
1374,2671891153,507815,872789,20260823,59.64,49,23.86,10.74
1375,1208040194,507772,872715,20260823,10.7,90,4.28,1.93
1376,2256655652,507919,872983,20260907,30.52,39,12.21,5.49
1377,1682176789,508001,873171,20260818,72.59,18,29.04,13.07
1378,2720736437,507919,872979,20260821,6.86,73,2.74,1.23
1379,1881892890,508003,873173,20260816,70.16,42,28.06,12.63
1380,4161025565,507724,872600,20260817,27.55,61,11.02,4.96
1381,1611645857,507763,872667,20260816,14.45,98,5.78,2.6
1382,3769056816,507763,872658,20260828,60.74,23,24.3,10.93
1385,2598933877,507739,872627,20260819,63.81,108,25.52,11.49
1386,1552572107,507865,872871,20260822,69.28,114,27.71,12.47
1387,2004557272,508009,873181,20260812,27.56,68,11.02,4.96
1388,3814250839,508001,873171,20260821,19.2,87,7.68,3.46
1391,1956957577,507763,872671,20260815,84.24,77,33.7,15.16
1392,2567625624,507740,872628,20260815,38.01,77,15.2,6.84
1393,1990633394,507823,872803,20260811,34.76,101,13.9,6.26
1394,3695232767,507864,872870,20260823,67.11,17,26.84,12.08
1395,3148311921,507740,872628,20260829,32.26,11,12.9,5.81
1396,2252021982,507862,872868,20260831,79.46,114,31.78,14.3
1397,2432316883,507806,872774,20260828,73.67,119,29.47,13.26
1398,1988906196,507811,872785,20260901,39.32,95,15.73,7.08
1399,4160612705,507763,872665,20260829,65.07,50,26.03,11.71
1400,759043602,507861,872867,20260906,65.36,64,26.14,11.76
1401,4189078427,508003,873173,20260829,13.25,25,5.3,2.38
1404,994524003,507771,872713,20260819,71.12,57,28.45,12.8
1406,2943502872,507772,872715,20260817,76.64,21,30.66,13.8
1407,2746389830,507780,872727,20260902,36.14,44,14.46,6.51
1408,3851921595,507895,872922,20260822,5.87,20,2.35,1.06
1409,903691599,507738,872623,20260906,77.43,73,30.97,13.94
1410,1502858726,507780,872727,20260901,12.3,119,4.92,2.21
1411,3770570352,507828,872811,20260831,30.55,59,12.22,5.5
1412,1128027705,507895,872922,20260828,81.0,94,32.4,14.58
1413,3943815659,507811,872785,20260824,81.05,30,32.42,14.59
1414,2767792554,507816,872791,20260816,50.88,78,20.35,9.16
1415,2662683195,507771,872714,20260828,55.55,57,22.22,10.0
1416,1628957840,507763,872666,20260822,40.88,29,16.35,7.36
1417,162212169,507866,872874,20260904,28.46,110,11.38,5.12
1418,4049511291,507739,872627,20260830,31.29,76,12.52,5.63
1419,3600551892,507920,872990,20260823,58.8,53,23.52,10.58
1420,1199888535,507806,872777,20260824,65.19,42,26.08,11.73
1421,2184968794,507804,872771,20260828,68.33,82,27.33,12.3
1422,3057455697,507919,872987,20260903,68.17,70,27.27,12.27
1423,3870037536,507859,872865,20260828,12.3,18,4.92,2.21
1424,3305366290,507823,872803,20260817,44.55,77,17.82,8.02
1425,593592203,507807,872780,20260901,9.6,44,3.84,1.73
1426,3020015256,507807,872779,20260811,48.96,90,19.58,8.81
1427,3374304094,507738,872623,20260821,40.32,107,16.13,7.26
1429,3934285884,507890,872915,20260901,33.07,105,13.23,5.95
1430,2671093468,507827,872810,20260810,14.37,74,5.75,2.59
1431,2789933517,507819,872795,20260816,16.44,17,6.58,2.96
1432,1561895535,507746,872636,20260904,65.92,54,26.37,11.87
1433,1545419895,507819,872795,20260904,54.46,96,21.78,9.8
1434,2195088033,507859,872865,20260813,13.09,56,5.24,2.36
1435,126685964,507931,873009,20260814,11.73,49,4.69,2.11
1436,3695300911,507890,872915,20260814,61.08,85,24.43,10.99
1437,211055119,507983,873114,20260901,10.82,63,4.33,1.95
1438,1445985187,507827,872810,20260902,70.75,85,28.3,12.74
1439,1669564368,507738,872624,20260828,61.5,55,24.6,11.07
1440,138066352,507763,872668,20260831,11.51,56,4.6,2.07
1441,3418587581,507814,872788,20260830,11.79,24,4.72,2.12
1443,635741320,508008,873180,20260906,34.94,28,13.98,6.29
1444,535289754,507815,872789,20260812,34.65,35,13.86,6.24
1445,3275565918,507739,872627,20260828,70.02,61,28.01,12.6
1446,1697388007,507763,872666,20260902,80.78,102,32.31,14.54
1447,2804924471,508013,873188,20260808,83.88,31,33.55,15.1
1448,3664837958,507919,872981,20260823,65.27,113,26.11,11.75
1449,2345696196,507859,872864,20260815,35.1,30,14.04,6.32
1450,2702496610,507824,872805,20260903,11.68,60,4.67,2.1
1451,1806093315,507919,872981,20260825,67.17,47,26.87,12.09
1452,1850582618,508017,873193,20260904,49.67,29,19.87,8.94
1453,2182448794,507931,873009,20260830,38.94,38,15.58,7.01
1454,1196081844,507763,872668,20260817,77.51,60,31.0,13.95
1455,4249150581,507867,872875,20260905,13.9,13,5.56,2.5
1457,2572417416,507801,872768,20260810,5.91,80,2.36,1.06
1458,3887314026,507813,872787,20260831,42.49,101,17.0,7.65
1459,1273808313,507741,872629,20260827,9.5,37,3.8,1.71
1460,3108907105,507919,872981,20260901,14.51,13,5.8,2.61
1461,3706111290,507714,872553,20260814,14.4,31,5.76,2.59
1462,2040096123,507956,873053,20260813,56.94,85,22.78,10.25
1463,2084690891,507983,873114,20260813,64.68,54,25.87,11.64
1464,2489567481,507803,872770,20260809,51.67,76,20.67,9.3
1465,2348323741,507864,872870,20260828,81.97,95,32.79,14.75
1466,681984261,507919,872980,20260812,34.99,117,14.0,6.3
1467,1463912124,507746,872636,20260821,27.86,75,11.14,5.01
1468,9489133,507827,872810,20260827,74.49,97,29.8,13.41
1469,1145648822,508021,873198,20260824,22.89,43,9.16,4.12
1470,629205937,507824,872805,20260824,82.06,100,32.82,14.77
1471,2134011201,507763,872670,20260903,5.97,64,2.39,1.07
1472,363994601,507821,872800,20260907,82.59,114,33.04,14.87
